Supermercado,Fecha_extraccion,Categoria,Articulo,Precio,id,Nombre_Extraido,Detalle_Extraido,Marca_Extraida,Cantidad_Extraida
IBERIA,03-09-2025 18:34:53,Abarrotes,MILEX LECHE EN POLVO KINDER GOLD 800GR,1200.0,1026,LECHE EN POLVO KINDER GOLD,,MILEX,800GR
IBERIA,03-09-2025 18:23:40,Abarrotes,MANGO GOTA DE ORO,20.0,963,MANGO GOTA DE ORO,,,
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ALCAPARRADOS 1/4 OZ,100.0,523,ALCAPARRADOS,,GOYA,1/4 OZ
IBERIA,03-09-2025 18:57:32,Abarrotes,PLATANO VERDE,18.0,1215,PLATANO VERDE,,,
IBERIA,03-09-2025 18:01:08,Abarrotes,LA BARRACA PIMENTON PICANTE 38 GR,80.0,775,Pimentón Picante,,LA BARRACA,38 gr
IBERIA,03-09-2025 18:34:53,Abarrotes,MILEX LECHE ENTERA 1 LT,95.0,1027,LECHE ENTERA,,MILEX,1 LT
IBERIA,03-09-2025 18:23:40,Abarrotes,MANI SIN SAL 4 OZ SEMILLAS DEL ESTE,55.0,964,MANI SIN SAL,SEMILLAS DEL ESTE,Semillas del Este,4 oz
IBERIA,03-09-2025 18:57:32,Abarrotes,PLUMAS RAYADAS (PENNE RIGATTE) GALLO,110.0,1216,Plumas Rayadas,Penne Rigatte,Gallo,
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ALCAPARRADOS 2 OZ.,85.0,524,ALCAPARRADOS,,GOYA,2 OZ
IBERIA,03-09-2025 18:23:40,Abarrotes,MANI SIN SAL 7 OZ. SEMILLAS DEL ESTE,105.0,965,MANI SIN SAL,SEMILLAS DEL ESTE,Semillas del Este,7 oz
IBERIA,03-09-2025 18:01:08,Abarrotes,LA BARRACA PIMIENTA BLANCA EN GRANO 43 G,80.0,776,PIMIENTA BLANCA,EN GRANO,LA BARRACA,43 G
IBERIA,03-09-2025 18:34:53,Abarrotes,MILEX LECHE KINDER BLUE 2200 GR,1650.0,1028,LECHE KINDER BLUE,,MILEX,2200 GR
IBERIA,03-09-2025 18:57:32,Abarrotes,POZUELO CREMAS CHOCOLATE 10.6 OZ,95.0,1217,CREMAS CHOCOLATE,,POZUELO,10.6 OZ
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ALCAPARRADOS C/PIMIENTO 8 OZ,120.0,525,Alcaparrados,Con pimiento,Goya,8 oz
IBERIA,03-09-2025 18:23:40,Abarrotes,MANICERO ACEITE 128 OZ,660.0,966,MANICERO ACEITE,,MANICERO,128 OZ
IBERIA,03-09-2025 18:01:08,Abarrotes,LA BARRACA PIMIENTA BLANCA MOLIDA 40GR,125.0,777,Pimienta blanca molida,,La Barraca,40 gr
IBERIA,03-09-2025 18:34:53,Abarrotes,MILEX LECHE MINI ECONOMICA 800GRS,380.0,1029,LECHE MINI ECONOMICA,,MILEX,800 GRs
IBERIA,03-09-2025 18:01:08,Abarrotes,LA BARRACA PIMIENTA JAMAICA (MADRE CLAVO,80.0,778,Pimienta Jamaica,Madre Clavo,La Barraca,
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ALCAPARRAS CAPOTES 3.25 OZ,145.0,526,Alcaparras Capotes,,Goya,3.25 Oz
IBERIA,03-09-2025 18:57:32,Abarrotes,POZUELO CREMAS FRESA 10.6 OZ,95.0,1218,CREMAS FRESA,,POZUELO,10.6 OZ
IBERIA,03-09-2025 18:23:40,Abarrotes,MANTEQUILLA LA VAQUITA RICA 1 LB,260.0,967,MANTEQUILLA,RICA,LA VAQUITA,1 LB
IBERIA,03-09-2025 18:34:53,Abarrotes,MILEX LECHE MINI FUNDA 1400 GRS,820.0,1030,LECHE MINI FUNDA,,MILEX,1400 GRS
IBERIA,03-09-2025 18:57:32,Abarrotes,POZUELO CREMAS VAINILLA 10.6 OZ,95.0,1219,CREMAS VAINILLA,,POZUELO,10.6 OZ
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ALCAPARRAS CAPOTES 4.25 OZ,180.0,527,Alcaparras Capotes,,Goya,4.25 oz
IBERIA,03-09-2025 18:01:08,Abarrotes,LA BARRACA PIMIENTA NEGRA EN GRANO 40 GR,95.0,779,PIMIENTA NEGRA EN GRANO,,LA BARRACA,40 GR
IBERIA,03-09-2025 18:23:40,Abarrotes,MANTEQUILLA PASTEURIZADA SOSUA 1 L,310.0,968,MANTEQUILLA,PASTEURIZADA,SOSUA,1 L
IBERIA,03-09-2025 18:34:53,Abarrotes,MILEX LECHE POLVO KINDER GOLD 1600GR,1750.0,1031,LECHE POLVO KINDER GOLD,,MILEX,1600gr
IBERIA,03-09-2025 18:57:32,Abarrotes,POZUELO CREMAS VAINILLA/CHOCOLATE 10.6 O,95.0,1220,CREMAS VAINILLA/CHOCOLATE,,POZUELO,10.6 O
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ARROZ BROWN RICE 8/5LB,295.0,528,ARROZ BROWN RICE,,GOYA,8/5LB
IBERIA,03-09-2025 18:01:08,Abarrotes,LA BARRACA PIMIENTA NEGRA MOLIDA 40 GR,115.0,780,PIMIENTA NEGRA MOLIDA,,LA BARRACA,40 GR
IBERIA,03-09-2025 18:23:40,Abarrotes,MANTEQUILLA PRESIDENT CON SAL 250G,430.0,969,MANTEQUILLA,CON SAL,PRESIDENT,250G
IBERIA,03-09-2025 18:34:53,Abarrotes,MILEX LECHE SUPER INSTANTANEA 800G,810.0,1032,LECHE SUPER INSTANTANEA,,MILEX,800g
IBERIA,03-09-2025 18:57:32,Abarrotes,POZUELO GALLETAS MARIA 14 OZ,150.0,1221,Galletas Maria,,Pozuelo,14 oz
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ATUN EN ACEITE 5.82 OZ.,175.0,529,ATUN,en aceite,GOYA,5.82 oz
IBERIA,03-09-2025 18:01:08,Abarrotes,LA BARRACA ROMERO MOLIDO 24 GR,80.0,781,Molido,,LA BARRACA ROMERO,24 GR
IBERIA,03-09-2025 18:23:40,Abarrotes,MANTEQUILLA PRESIDENT SIN SAL 250G,440.0,970,Mantequilla,Sin sal,President,250g
IBERIA,03-09-2025 18:34:53,Abarrotes,MILEX LECHE UTH DESCREMADA 1 LT,95.0,1033,LECHE UTH DESCREMADA,,MILEX,1 LT
IBERIA,03-09-2025 18:57:32,Abarrotes,PREGO ITALIAN SAUCE 23.5 OZ,255.0,1222,PREGO ITALIAN SAUCE,,Prego,23.5 Oz
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ATUN EN AGUA 5.82 OZ,175.0,530,ATUN,en agua,GOYA,5.82 oz
IBERIA,03-09-2025 18:01:08,Abarrotes,LA BARRACA SAL DE AJO 78 GR,85.0,782,SAL DE AJO,,LA BARRACA,78 GR
IBERIA,03-09-2025 18:23:40,Abarrotes,MANZANA FUJI LB,115.0,971,MANZANA,FUJI,,LB
IBERIA,03-09-2025 18:57:32,Abarrotes,PREGO MARINARA 12/ 23 OZ,265.0,1223,MARINARA,,Prego,12 x 23 oz
IBERIA,03-09-2025 18:34:53,Abarrotes,MILEX LECHE UTH SEMIDESCREMADA 1LT,95.0,1034,LECHE UTH SEMIDESCREMADA,,MILEX,1Lt
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA BCOS CANNELLINI 15.5 OZ,80.0,531,BCOS CANNELLINI,,GOYA,15.5 OZ
IBERIA,03-09-2025 18:01:08,Abarrotes,LA BARRACA SAZONADOR DE PAELLA/37 GR,70.0,783,Sazonador de Paella,,LA BARRACA,37 gr
IBERIA,03-09-2025 18:23:40,Abarrotes,MANZANA GOLDEN LB,115.0,972,MANZANA,GOLDEN,,LB
IBERIA,03-09-2025 18:34:53,Abarrotes,MINUTE MAID CITRUS PUNCH 500ML,23.0,1035,CITRUS PUNCH,,MINUTE MAID,500ml
IBERIA,03-09-2025 18:57:32,Abarrotes,PREGO SALSA MEAT 24 OZ,255.0,1224,PREGO SALSA MEAT,,Prego,24 oz
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA CARNED BEEF 12 OZ,325.0,532,CARNED BEEF,,GOYA,12 OZ
IBERIA,03-09-2025 18:01:08,Abarrotes,LA BARRACA SAZONADOR DE PESCADOS 55GR,105.0,784,Sazonador de pescados,,LA BARRACA,55gr
IBERIA,03-09-2025 18:23:40,Abarrotes,MANZANA ROJA #100 LB,85.0,973,Manzana,Roja,,100 lb
IBERIA,03-09-2025 18:57:32,Abarrotes,PREGO SAUCE 3 CHEESE 24 OZ,255.0,1225,PREGO SAUCE,3 CHEESE,Prego,24 oz
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA CEBOLLA EN POLVO 6.75 OZ,230.0,533,CEBOLLA EN POLVO,,GOYA,6.75 OZ
IBERIA,03-09-2025 18:34:53,Abarrotes,MINUTE MAID JDV CITRUS PUNCH 1.5L #4395,70.0,1036,MINUTE MAID JDV CITRUS PUNSH,,MINUTE MAID,1.5L
IBERIA,03-09-2025 18:01:08,Abarrotes,LA COSTEÑA SALSA VERDE 450G,205.0,785,Salsa Verde,,LA COSTEÑA,450g
IBERIA,03-09-2025 18:23:40,Abarrotes,MANZANA ROJA #113 LB,90.0,974,Manzana,"Roja, tamaño #11",,3 LB
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA CHERRIES 6 OZ,120.0,534,CHERRIES,,GOYA,6 OZ
IBERIA,03-09-2025 18:01:08,Abarrotes,LA FAMOSA CATCHUP BOT 14OZ,75.0,786,CATCHUP,,LA FAMOSA,14OZ
IBERIA,03-09-2025 18:23:40,Abarrotes,MANZANA ROJA #64 LB,95.0,975,Manzana,Roja,,64 lb
IBERIA,03-09-2025 18:34:53,Abarrotes,MINUTE MAID JDV CITRUS PUNCH 8OZ,16.0,1037,MINUTE MAID JDV CITRUS PUNSH,,MINUTE MAID,8OZ
IBERIA,03-09-2025 18:57:32,Abarrotes,PREGO SAUCE MUSHROOM 14 OZ,165.0,1226,PREGO SAUCE,,Prego,
IBERIA,03-09-2025 18:34:53,Abarrotes,MISTOLIN BRISA MARINA 3740 ML,245.0,1038,Mistolin,Brisa Marina,Mistolin,3740 ml
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA CONSERVA DE FRESA 15 OZ,235.0,535,CONSERVA DE FRESA,,GOYA,15 oz
IBERIA,03-09-2025 18:01:08,Abarrotes,LA FAMOSA CATCHUP LATA 875G #0004,130.0,787,CATCHUP,LATA,LA FAMOSA,875G
IBERIA,03-09-2025 18:23:40,Abarrotes,MANZANA ROJA #72 LB,95.0,976,Manzana,Roja,,72 lb
IBERIA,03-09-2025 18:57:32,Abarrotes,PREGO SAUCE MUSHROOM 24 OZ,255.0,1227,PREGO SAUCE,,Prego,
IBERIA,03-09-2025 18:34:53,Abarrotes,MISTOLIN CAMPO DE FLORES 6/1.84L,190.0,1039,CAMPO DE FLORES,,MISTOLIN,6/1.84L
IBERIA,03-09-2025 18:57:32,Abarrotes,PREGO SAUCE PIZZA 14 OZ,165.0,1228,PREGO SAUCE PIZZA,,Prego,14 oz
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA CONSERVA PINA 15 OZ,175.0,536,CONSERVA PINA,,GOYA,15 OZ
IBERIA,03-09-2025 18:01:08,Abarrotes,LA FAMOSA GARBANZO 8 OZ,53.0,788,GARBANZO,,LA FAMOSA,8 OZ
IBERIA,03-09-2025 18:23:40,Abarrotes,MANZANA ROJA #80 LB,80.0,977,Manzana,Roja,,80 lb
IBERIA,03-09-2025 18:34:53,Abarrotes,MISTOLIN ROCIO DE LAVANDA 1.8 L,145.0,1040,Mistolin Rocio de Lavanda,,Mistolin,1.8L
IBERIA,03-09-2025 18:57:32,Abarrotes,PREGO SAUCE TRADICIONAL 24 OZ,240.0,1229,PREGO SAUCE,TRADICIONAL,Prego,24 Oz
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA CREMA DE COCO 15 OZ,140.0,537,CREMA DE COCO,,GOYA,15 OZ
IBERIA,03-09-2025 18:01:08,Abarrotes,LA FAMOSA GARBANZOS 15 OZ,80.0,789,Garbanzos,,LA FAMOSA,15 oz
IBERIA,03-09-2025 18:23:40,Abarrotes,MANZANA ROJA #88,80.0,978,MANZANA,ROJA,,88#
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA CUBITOS EN POLVO 7.05 OZ,185.0,538,Cubitos en polvo,,Goya,7.05 oz
IBERIA,03-09-2025 18:57:32,Abarrotes,PRINCESA CLUB CRACKERS GALLETAS 9X34G,65.0,1230,CRACKERS,GALLETAS,PRINCESA CLUB,9X34G
IBERIA,03-09-2025 18:23:40,Abarrotes,MANZANA VERDE LB,120.0,979,MANZANA,VERDE,,LB
IBERIA,03-09-2025 18:01:08,Abarrotes,LA FAMOSA GUANDULES VERDES 15OZ.,110.0,790,GUANDULES VERDES,,LA FAMOSA,15OZ
IBERIA,03-09-2025 18:34:53,Abarrotes,MO PEPINILLOS DULCES ENTEROS 16 OZ,135.0,1041,Pepinillos dulces enteros,,MO,16 oz
IBERIA,03-09-2025 18:34:53,Abarrotes,MOLONDRON LB,49.0,1042,MOLONDRON,,LB,
IBERIA,03-09-2025 18:57:32,Abarrotes,PRINCESA CODITOS GRANDES 400G,35.0,1231,Coditos grandes,,Princesa,400g
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA DOBO CON CULANTRO Y ACHIOTE 8 OZ,105.0,539,DOBO CON CULANTRO Y ACHIOTE,,GOYA,8 OZ
IBERIA,03-09-2025 18:01:08,Abarrotes,LA FAMOSA HAB NEGRA 1KILO REF 1188,185.0,791,HAB NEGRA,,LA FAMOSA,1+kilo
IBERIA,03-09-2025 18:23:40,Abarrotes,MANZANAS GALA LB,110.0,980,MANZANAS,GALAS,,LB
IBERIA,03-09-2025 18:34:53,Abarrotes,MONTE CORONA ANCHOA EN ACEITE DE GIRASOL,140.0,1043,ANCHOA,EN ACEITE DE GIRASOL,MONTE CORONA,
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ESPARRAGOS BLANCOS LARGO 12 OZ,215.0,540,ESPARRAGOS BLANCOS LARGO,,GOYA,12 OZ
IBERIA,03-09-2025 18:01:08,Abarrotes,LA FAMOSA HAB ROJA 1KILO REF 1190,185.0,792,Hab Roja,,LA FAMOSA,1 kilo
IBERIA,03-09-2025 18:23:40,Abarrotes,MARGARINA DORINA 1 LB,155.0,981,Margarina,Dorina,Dorina,1 lb
IBERIA,03-09-2025 18:57:32,Abarrotes,PRINCESA FIDEO FINO 350G (12.35OZ),35.0,1232,FIDEO FINO,,PRINCESA,350G
IBERIA,03-09-2025 18:34:53,Abarrotes,MONTE CORONA ANCHOA EN ACEITE VEGETAL 50,95.0,1044,Anchoa,En aceite vegetal,MONTE CORONA,50g
IBERIA,03-09-2025 18:57:32,Abarrotes,PRINCESA LASAGNA 400G,100.0,1233,LASAGNA,,PRINCESA,400g
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ESPARRAGOS VERDES 12 OZ,215.0,541,ESPARRAGOS VERDES,,GOYA,12 OZ
IBERIA,03-09-2025 18:01:08,Abarrotes,LA FAMOSA HAB ROJA C/COCO 24/8 OZ,75.0,793,Hab Roja,"Con coco, en lata",LA FAMOSA,24 x 8 oz
IBERIA,03-09-2025 18:23:40,Abarrotes,MARGARINA DORINA 3 LBS,410.0,982,Margarina,Dorina,Dorina,3 lbs
IBERIA,03-09-2025 18:34:53,Abarrotes,MOSTACHOLIS RAYADOS PRINCESA 400 GRS,35.0,1045,MOSTACHOLIS RAYADOS,PRINCESA,Princesa,400 GRs
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA FLAN 4 OZ,46.0,542,FLAN,,GOYA,4 OZ
IBERIA,03-09-2025 18:57:32,Abarrotes,PRINCESA PIGATONI 12.35 OZ,34.0,1234,PIGATONI,,PRINCESA,12.35 OZ
IBERIA,03-09-2025 18:01:08,Abarrotes,LA FAMOSA HABICHUELA NEGRA COCO 300 GR,130.0,794,Habichuela Negra,Coco,LA FAMOSA,300 gr
IBERIA,03-09-2025 18:23:40,Abarrotes,MARGARINA DORINA LIGHT 1 LB,155.0,983,Margarina Dorina Light,Light,Dorina,1 LB
IBERIA,03-09-2025 18:34:53,Abarrotes,MOTTS JUGO DE MANZANA 100% 1 GL,595.0,1046,Jugo de manzana,100%,Motts,1 GL
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA FLAN CON CARAMELO 5.5 OZ,56.0,543,FLAN CON CARAMELO,,GOYA,5.5 OZ
IBERIA,03-09-2025 18:57:32,Abarrotes,PRINGLES BBQ 12/40GRS,60.0,1235,PRINGLES,BBQ,PRINGLES,12/40GRS
IBERIA,03-09-2025 18:01:08,Abarrotes,LA FAMOSA HABICHUELA NEGRA/COCO 8OZ,75.0,795,Habichuela Negra,Coco,LA FAMOSA,8 Oz
IBERIA,03-09-2025 18:23:40,Abarrotes,MARGARINA MANICERA 1 LB,110.0,984,MARGARINA,MANICERA,MANICERA,1 LB
IBERIA,03-09-2025 18:57:32,Abarrotes,PRINGLES CEBOLLA 71 GR,95.0,1236,PRINGLES,CEBOLLA,PRINGLES,71 GR
IBERIA,03-09-2025 18:34:53,Abarrotes,MOTTS JUGO MANZANA REG 64 OZ,315.0,1047,Jugo de Manzana,"Regulador, sin especificar detalles adicionales como sabor o variante especial",Motts,64 oz
IBERIA,03-09-2025 18:01:08,Abarrotes,LA FAMOSA HABICHUELAS BLANCAS 15 OZ,85.0,796,Habichuelas Blancas,,LA FAMOSA,15 Oz
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA FLAN DE COCO (TEMBLEQUE) 3.35 OZ,34.0,544,FLAN DE COCO (TEMBLEQUE),,GOYA,3.35 OZ
IBERIA,03-09-2025 18:34:53,Abarrotes,MUESLI CEREALES 500G,200.0,1048,MUESLI,CEREAL,,500g
IBERIA,03-09-2025 18:23:40,Abarrotes,MARGARINA MANICERA 1/2 LB,65.0,985,MARGARINA,MANICERA,MANICERA,1/2 LB
IBERIA,03-09-2025 18:57:32,Abarrotes,PRINGLES CREMA Y CEBOLLA 124 GR,165.0,1237,PRINGLES,Crema y cebolla,Pringles,124 gr
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA FRIJOLES COLORADOS ORGANICOS 15.5 O,90.0,545,Frijoles Colorados,Orgánicos,Goya,15.5 onzas
IBERIA,03-09-2025 18:01:08,Abarrotes,LA FAMOSA HABICHUELAS NEGRAS 15 OZ,85.0,797,Habichuelas Negras,,LA FAMOSA,15 oz
IBERIA,03-09-2025 18:23:40,Abarrotes,MARGARINA MANICERA 5 LBS,425.0,986,MARGARINA,MANICERA,MANICERA,5 LBS
IBERIA,03-09-2025 18:34:53,Abarrotes,MUNE COCOA AL INSTANTE TARRO 8 OZ,120.0,1049,MUNE COCOA AL INSTANTE,Tarro,MUNE,8 OZ
IBERIA,03-09-2025 18:57:32,Abarrotes,PRINGLES ORIGINAL 67 GR,95.0,1238,PRINGLES,ORIGINAL,PRINGLES,67 GR
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA FRIJOLES NEGROS ORGANICOS,90.0,546,Frijoles Negros,Orgánicos,Goya,
IBERIA,03-09-2025 18:01:08,Abarrotes,LA FAMOSA HABICHUELAS ROJAS 15 OZ,85.0,798,Habichuelas Rojas,,LA FAMOSA,15 Oz
IBERIA,03-09-2025 18:23:40,Abarrotes,MARGARINA MANICERA SABOR OLIVA 1 LIB,110.0,987,Margarina Manicera,Sabor Oliva,Manicera,1 Lib
IBERIA,03-09-2025 18:34:53,Abarrotes,MUNNE CHOCOLATE 10 TABLETAS,100.0,1050,CHOCOLATE,,MUNNE,10 TABLETAS
IBERIA,03-09-2025 18:57:32,Abarrotes,PRINGLES PIZZA 124G,185.0,1239,PRINGLES,PIZZA,PRINGLES,124g
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GANDULES VERDES BAJO EN SODIO 15 OZ,105.0,547,Gandules Verdes,Bajo en sodio,GOYA,15 oz
IBERIA,03-09-2025 18:23:40,Abarrotes,MARIA TORTILLAS DE HARINA DE TRIGO 10 UD,75.0,988,TORTILLAS DE HARINA DE TRIGO,,MARIA,10 UD
IBERIA,03-09-2025 18:12:21,Abarrotes,LA FAMOSA HABICHUELAS ROJAS CON COCO 300,125.0,799,Habichuelas Rojas con Coco,,LA FAMOSA,300 gr
IBERIA,03-09-2025 18:34:53,Abarrotes,MUNNE CHOCOLATE LIQUIDO TARROS 12/1LB,275.0,1051,CHOCOLATE LIQUIDO,TARROS,MUNNE,12/1LB
IBERIA,03-09-2025 18:57:32,Abarrotes,PRINGLES PIZZA 40 GR,55.0,1240,PRINGLES,PIZZA,PRINGLES,40 GR
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GARBANZOS 10.5 OZ,47.0,548,Garbanzos,,Goya,10.5 oz
IBERIA,03-09-2025 18:12:21,Abarrotes,LA FAMOSA HABICHUELAS VERDES 15 OZ,85.0,800,Habichuelas Verdes,,LA FAMOSA,15 Oz
IBERIA,03-09-2025 18:34:53,Abarrotes,MUNNE COCOA AL INSTANTE 8 OZ,95.0,1052,COCOA AL INSTANTE,,MUNNE,8 OZ
IBERIA,03-09-2025 18:23:40,Abarrotes,MARIA TORTILLAS DE HARINA DE TRIGO 8 UD,105.0,989,TORTILLAS DE HARINA DE TRIGO,,MARIA,8 UD
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GARBANZOS 15 OZ,95.0,549,Garbanzos,,Goya,15 oz
IBERIA,03-09-2025 18:23:40,Abarrotes,MARIA TORTILLAS FOR WRAPS INTEGRAL 5 UD,105.0,990,TORTILLAS FOR WRAPS,Integral,MARIA,5 UD
IBERIA,03-09-2025 18:57:32,Abarrotes,PRINGLES WAVY ORIGINAL 8/130GRS,195.0,1241,PRINGLES WAVY,ORIGINAL,PRINGLES,130GRS
IBERIA,03-09-2025 18:12:21,Abarrotes,LA FAMOSA LECHE DE COCO 15OZ #0310,135.0,801,Lecche de coco,Sin información detallada proporcionada en la descripción.,LA FAMOSA,15oz
IBERIA,03-09-2025 18:34:53,Abarrotes,MUNNE COCOA AL INSTANTE TARRO 1 LIB,205.0,1053,MUNNE COCOA AL INSTANTE,,Munne,1 lib
IBERIA,03-09-2025 18:12:21,Abarrotes,LA FAMOSA MAIZ CON COCO 15 OZ,110.0,802,MAIZ CON COCO,,LA FAMOSA,15 OZ
IBERIA,03-09-2025 18:23:40,Abarrotes,MAYONESA CONSTANZA TARRO 15 OZ,115.0,991,Mayonesa Constanza,Tarro,Constanza,15 oz
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GARBANZOS 15.5 OZ A/FACIL,80.0,550,Garbanzos,A/Facil (posiblemente significa que están preparados para cocinar fácilmente),GOYA,15.5 oz
IBERIA,03-09-2025 18:57:32,Abarrotes,PRO EDEN BATIDO DE GRANOLA,295.0,1242,PRO EDEN BATIDO DE GRANOLA,,PRO EDEN,
IBERIA,03-09-2025 18:34:53,Abarrotes,MUNNE COCOA AMARGA FUNDA 1 LB,565.0,1054,COCOA AMARGA,FUNDA,MUNNE,1 LB
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GARBANZOS 24/8OZ,42.0,551,Garbanzos,,Goya,24 oz
IBERIA,03-09-2025 18:12:21,Abarrotes,LA FAMOSA MAIZ CON COCO 8 OZ,65.0,803,MAIZ CON COCO,,LA FAMOSA,8 OZ
IBERIA,03-09-2025 18:57:32,Abarrotes,PROTEINA DE SOYA EBEN-EZER 16 OZ,350.0,1243,PROTEINA DE SOYA,EBEN-EZER,EBEN-EZER,16 OZ
IBERIA,03-09-2025 18:23:40,Abarrotes,MAYONESA EL COCINERO 1/2 GL.,355.0,992,MAYONESA,EL COCINERO,EL COCINERO,1/2 GL
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GARBANZOS EN AGUA Y SAL 29OZ 2419,150.0,552,Garbanzos,En agua y sal,Goya,29oz
IBERIA,03-09-2025 18:57:32,Abarrotes,PROTEINA DE SOYA PROEDEN 90% 16OZ,340.0,1244,PROTEINA DE SOYA,"Proedeen, 90%",Proedeen,16 Oz
IBERIA,03-09-2025 18:34:53,Abarrotes,MUNNE COCOA DULCE FUNDA 30/1LB,190.0,1055,MUNNE COCOA DULCE,FUNDA,MUNNE,30/1LB
IBERIA,03-09-2025 18:12:21,Abarrotes,LA FAMOSA MAIZ DULCE 8 OZ,65.0,804,MAIZ DULCE,,LA FAMOSA,8 OZ
IBERIA,03-09-2025 18:23:40,Abarrotes,MAYONESA EL COCINERO 10 OZ. REF. 1009303,80.0,993,MAYONESA,EL COCINERO,EL COCINERO,10 OZ
IBERIA,03-09-2025 18:34:53,Abarrotes,MUSLI KOMPLETE ALMENDRA 390GM,325.0,1056,MUSLI KOMPLETE,con almendra,,390gm
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GRANOS GUISADO HAB. COLORADAS 29 OZ,160.0,553,GRANOS GUISADO HAB. COLORADAS,,GOYA,29 oz
IBERIA,03-09-2025 18:57:32,Abarrotes,PUERTO MADERO VINO CHARDONNY 11VOL.,225.0,1245,VINO CHARDONNY,,PUERTO MADERO,11vol
IBERIA,03-09-2025 18:12:21,Abarrotes,LA FAMOSA MAIZ DULCE / 425 GRS,100.0,805,MAIZ DULCE,,LA FAMOSA,425 GRAMS
IBERIA,03-09-2025 18:23:40,Abarrotes,MAYONESA EL COCINERO 12.42 OZ,90.0,994,MAYONESA,EL COCINERO,EL COCINERO,12.42 OZ
IBERIA,03-09-2025 18:34:53,Abarrotes,MUSLI KOMPLETE CEREAL PASAS 435G,190.0,1057,MUSLI KOMPLETE CEREAL,PASAS,,435G
IBERIA,03-09-2025 18:57:32,Abarrotes,PUERTO MADERO VINO MERLOT 11VOL.,225.0,1246,Vino Merlot,11Vol.,Puerto Madero,no especificada
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GRANOS GUISADOS HAB. ROSADAS 29 OZ,160.0,554,GRANOS GUISADOS HAB. ROSADAS,,GOYA,29 Oz
IBERIA,03-09-2025 18:12:21,Abarrotes,LA FAMOSA PASTA DE TOMATE 12 OZ,90.0,806,PASTA DE TOMATE,,LA FAMOSA,12 OZ
IBERIA,03-09-2025 18:23:40,Abarrotes,MAYONESA MANICERA CON DISPENSADOR 12.4 OZ,110.0,995,MAYONESA,CON DISPENSADOR,MANICERA,12.4 OZ
IBERIA,03-09-2025 18:34:53,Abarrotes,MUSLI KOMPLETE CHOCOLATE 370GM,305.0,1058,MUSLI KOMPLETE,CHOCOLATE,,370GM
IBERIA,03-09-2025 18:12:21,Abarrotes,LA FAMOSA PASTA DE TOMATE 16 0Z,110.0,807,PASTA DE TOMATE,,LA FAMOSA,16 OZ
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA GRANOS ROMANAS HABICHUELAS R/2483,125.0,555,GRANOS ROMANAS HABICHUELAS,,GOYA,R/2483
IBERIA,03-09-2025 18:57:32,Abarrotes,PUERTO MADERO VINO TEMPRANILLO 11VOL.,225.0,1247,Vino Tempranillo,"PUERTO MADERO, 11% vol.",PUERTO MADERO,
IBERIA,03-09-2025 18:23:40,Abarrotes,MAYONESA MANICERA PET 10 OZS. REF. 10094,100.0,996,MAYONESA,MANICERA PET,Manicera,10 OZ
IBERIA,03-09-2025 18:34:53,Abarrotes,ÑAME LB,59.0,1059,Ñame,,,LB
IBERIA,03-09-2025 18:57:32,Abarrotes,QUAKER AVENA INSTANTANEA 1880 GR,310.0,1248,Avena Instantánea,,QUAKER,1880 gr
IBERIA,03-09-2025 18:12:21,Abarrotes,LA FAMOSA PETIT POIS 15 OZ,105.0,808,PETIT POIS,,LA FAMOSA,15 oz
